mean,std,min,max,median,label,record
-0.24173611111111112,0.15723248825435004,-0.5,1.0,-0.255,0,100
-0.21145833333333333,0.15009403880937813,-0.475,1.045,-0.23,0,100
-0.22408333333333333,0.14696510829293993,-0.495,0.925,-0.24,0,100
-0.2910833333333333,0.1406312899827852,-0.545,0.85,-0.295,0,100
-0.30418055555555557,0.1446190711248855,-0.555,0.91,-0.315,0,100
-0.28154166666666663,0.14885553562468248,-0.53,0.99,-0.295,0,100
-0.2791527777777778,0.13777312870180436,-0.535,0.875,-0.295,0,100
-0.29375,0.14837628123569258,-0.545,0.885,-0.305,0,100
-0.2835972222222222,0.15328501591282517,-0.545,0.925,-0.3,0,100
-0.2580138888888889,0.1585599687688783,-0.52,0.99,-0.275,0,100
-0.2746527777777778,0.14143885209224813,-0.515,0.88,-0.29,0,100
-0.33477777777777773,0.1474654594418471,-0.58,0.855,-0.34,0,100
-0.3182777777777777,0.197905225790179,-0.575,1.12,-0.345,0,100
-0.326375,0.14705908086170294,-0.59,0.895,-0.34,0,100
-0.33108333333333334,0.14541680993307174,-0.585,0.835,-0.345,0,100
-0.3182777777777778,0.16533116784722837,-0.56,0.96,-0.345,0,100
-0.29825,0.1597667353431941,-0.615,0.955,-0.31,0,100
-0.317625,0.14900451498565775,-0.565,0.86,-0.335,0,100
-0.36704166666666665,0.14541630253058516,-0.605,0.82,-0.375,0,100
-0.34270833333333334,0.1588538319668605,-0.59,0.955,-0.36,0,100
-0.29743055555555553,0.15834384407120763,-0.57,0.96,-0.32,0,100
-0.27415277777777775,0.13975341972780947,-0.53,0.895,-0.295,0,100
-0.323875,0.17195703092956424,-0.595,0.94,-0.335,0,100
-0.3525694444444444,0.1669480812831816,-0.655,0.925,-0.365,0,100
-0.35936111111111113,0.15678189960327016,-0.635,0.89,-0.375,0,100
-0.35956944444444444,0.1398636068132181,-0.63,0.76,-0.37,0,100
-0.380875,0.14298649290327312,-0.67,0.78,-0.385,0,100
-0.35777777777777775,0.15138318032050527,-0.63,0.895,-0.38,0,100
-0.28956944444444443,0.17766938915901018,-0.56,1.035,-0.32,0,100
-0.2790138888888889,0.1635421703224139,-0.555,0.955,-0.295,0,100
-0.30170833333333336,0.15198340895381385,-0.545,0.925,-0.3075,0,100
-0.28609722222222217,0.15842358477987478,-0.535,1.01,-0.3,0,100
-0.2906388888888889,0.14246347539277443,-0.545,0.875,-0.305,0,100
-0.3023472222222222,0.14830422558247383,-0.565,0.92,-0.31,0,100
-0.2763055555555555,0.152533569974402,-0.54,0.99,-0.29,0,100
-0.28384722222222225,0.16098694389109655,-0.58,0.97,-0.295,0,100
-0.3302222222222222,0.16229587369148962,-0.61,0.87,-0.34,0,100
-0.35298611111111106,0.16576895677213205,-0.635,0.915,-0.36,0,100
-0.32531944444444444,0.19750519166094013,-0.615,1.08,-0.35,0,100
-0.334625,0.1620345845713878,-0.64,0.92,-0.355,0,100
-0.3684583333333333,0.16666349476148373,-0.65,0.89,-0.38,0,100
-0.34859722222222217,0.1505532998754762,-0.59,0.935,-0.375,0,100
-0.2884305555555555,0.1824371144614623,-0.545,1.125,-0.315,0,100
-0.3026111111111111,0.14675040749096893,-0.59,0.905,-0.32,0,100
-0.3377222222222222,0.15744119027453307,-0.565,0.9,-0.35,0,100
-0.29355555555555557,0.16498483843547637,-0.56,1.035,-0.32,0,100
-0.27476388888888886,0.1544403420468344,-0.545,1.0,-0.29,0,100
-0.3009722222222222,0.15126925701306249,-0.58,0.895,-0.31,0,100
-0.31795833333333334,0.14905931309195156,-0.555,0.925,-0.335,0,100
-0.27826388888888887,0.1599816823764135,-0.525,1.03,-0.295,0,100
-0.28070833333333334,0.15109732307908924,-0.565,0.97,-0.295,0,100
-0.30188888888888893,0.1802530286042031,-0.56,1.0,-0.3175,0,100
-0.3333055555555555,0.15835891362563512,-0.59,0.94,-0.345,0,100
-0.31261111111111106,0.15901865330446435,-0.585,0.985,-0.33,0,100
-0.3112083333333333,0.14488404726807497,-0.57,0.89,-0.325,0,100
-0.3351111111111111,0.14227267985139933,-0.59,0.855,-0.345,0,100
-0.315375,0.152023612703568,-0.555,0.92,-0.345,0,100
-0.27973611111111113,0.15099346868284252,-0.52,0.995,-0.295,0,100
-0.29618055555555556,0.14280594120741544,-0.555,0.865,-0.31,0,100
-0.348625,0.16030738160553376,-0.62,0.865,-0.3575,0,100
-0.3458055555555556,0.15108511571745917,-0.605,0.89,-0.375,0,100
-0.2615,0.15017064367652627,-0.555,0.965,-0.29,0,100
-0.26365277777777774,0.14305371560305416,-0.52,0.875,-0.28,0,100
-0.3414583333333333,0.1484017573926341,-0.625,0.82,-0.35,0,100
-0.33270833333333333,0.14801449229908387,-0.575,0.92,-0.36,0,100
-0.30780555555555555,0.14736261387860833,-0.565,0.87,-0.32,0,100
-0.33755555555555555,0.14534249673796268,-0.6,0.805,-0.355,0,100
-0.3814027777777778,0.15061924583035918,-0.63,0.82,-0.385,0,100
-0.32561111111111113,0.17185802890399227,-0.615,0.975,-0.355,0,100
-0.30995833333333334,0.13968938135695527,-0.585,0.875,-0.325,0,100
-0.3705416666666666,0.14840980589607652,-0.62,0.8,-0.3825,0,100
-0.39223611111111106,0.15127261016085014,-0.625,0.84,-0.41,0,100
-0.3590138888888889,0.174981149227214,-0.62,0.965,-0.375,0,100
-0.367,0.17962584570279533,-0.635,0.91,-0.385,0,100
-0.3954305555555555,0.15682091930933414,-0.645,0.815,-0.41,0,100
-0.34537500000000004,0.1536290117910315,-0.605,0.91,-0.37,0,100
-0.3129166666666667,0.14915165194451513,-0.57,0.89,-0.335,0,100
-0.3327638888888889,0.16429626805252653,-0.6,0.88,-0.35,0,100
-0.3551388888888889,0.14347321716337819,-0.615,0.86,-0.37,0,100
-0.30574999999999997,0.16066569415334991,-0.605,0.98,-0.32,0,100
-0.29801388888888886,0.15021655599829087,-0.555,0.935,-0.315,0,100
-0.3225972222222222,0.14664627317708553,-0.575,0.855,-0.3325,0,100
-0.33638888888888885,0.14597617343209315,-0.595,0.85,-0.355,0,100
-0.298375,0.15674399133441907,-0.545,0.96,-0.315,0,100
-0.3404722222222222,0.14029403371156496,-0.6,0.795,-0.35,0,100
-0.38108333333333333,0.143919127560508,-0.675,0.825,-0.38,0,100
-0.35268055555555555,0.1670694155790149,-0.59,0.955,-0.37,0,100
-0.36994444444444446,0.1311794666445012,-0.64,0.745,-0.385,0,100
-0.41712499999999997,0.14810984451300552,-0.675,0.72,-0.42,0,100
-0.38891666666666663,0.14847069950367686,-0.645,0.785,-0.425,0,100
-0.32768055555555553,0.17850800062904815,-0.62,0.965,-0.35,0,100
-0.34631944444444446,0.1648462942653692,-0.585,0.845,-0.37,0,100
-0.4070972222222222,0.14334923940059255,-0.65,0.735,-0.41,0,100
-0.37451388888888887,0.1440427206166779,-0.65,0.84,-0.4,0,100
-0.33675,0.14975950628331486,-0.585,0.92,-0.35,0,100
-0.32894444444444443,0.14511010081322628,-0.575,0.87,-0.345,0,100
-0.3396388888888889,0.15449157704076688,-0.575,0.875,-0.35,0,100
-0.30051388888888886,0.15592225565036819,-0.545,0.905,-0.325,0,100
-0.30359722222222224,0.15458292090890377,-0.57,0.91,-0.3125,0,100
-0.34694444444444444,0.155810505359064,-0.6,0.855,-0.36,0,100
-0.39081944444444444,0.14286972760650882,-0.65,0.815,-0.4025,0,100
-0.3256527777777778,0.1535711163274583,-0.565,0.94,-0.35,0,100
-0.30130555555555555,0.14374926462506485,-0.575,0.9,-0.315,0,100
-0.3445972222222222,0.15374281010489765,-0.615,0.8,-0.36,0,100
-0.36115277777777777,0.15178563646382487,-0.62,0.835,-0.39,0,100
-0.2795138888888889,0.15384100676560303,-0.515,0.975,-0.3,0,100
-0.2802777777777778,0.147143847062645,-0.545,0.9,-0.295,0,100
-0.32834722222222223,0.1406274787161518,-0.59,0.805,-0.335,0,100
-0.32615277777777774,0.14213009100841992,-0.59,0.845,-0.35,0,100
-0.27537500000000004,0.14636640073421528,-0.515,0.965,-0.285,0,100
-0.296125,0.13780893954836326,-0.555,0.86,-0.31,0,100
-0.34505555555555556,0.14809483531478598,-0.605,0.805,-0.35,0,100
-0.31370833333333337,0.15046016799398362,-0.55,0.885,-0.35,0,100
-0.26422222222222225,0.149746380240264,-0.485,0.935,-0.2775,0,100
-0.2775138888888889,0.1394034904169623,-0.505,0.835,-0.295,0,100
-0.32706944444444447,0.1498520869232288,-0.56,0.835,-0.33,0,100
-0.28070833333333334,0.14569797885237346,-0.53,0.94,-0.315,0,100
-0.2351111111111111,0.14394487327866134,-0.46,0.97,-0.245,0,100
-0.2690416666666666,0.17613358547010718,-0.515,0.935,-0.295,0,100
-0.3427777777777778,0.14165021690988436,-0.565,0.78,-0.35,0,100
-0.29322222222222216,0.15506506002161213,-0.565,0.89,-0.33,0,100
-0.25094444444444447,0.15015574219316505,-0.485,0.965,-0.265,0,100
-0.27361111111111114,0.1781755965610233,-0.49,0.97,-0.2925,0,100
-0.3253611111111111,0.14378275525902454,-0.565,0.845,-0.33,0,100
-0.2970277777777778,0.15710682602595796,-0.535,0.975,-0.31,0,100
-0.3145972222222222,0.14334705939337716,-0.595,0.84,-0.325,0,100
-0.33873611111111107,0.16910015055643762,-0.58,0.87,-0.36,0,100
-0.33326388888888886,0.15013549371739326,-0.59,0.83,-0.3625,0,100
-0.27486111111111106,0.1474707415006971,-0.49,0.94,-0.29,0,100
-0.2725,0.14106096002950091,-0.485,0.87,-0.2925,0,100
-0.320125,0.14023115217977306,-0.565,0.795,-0.325,0,100
-0.286875,0.1437857141625072,-0.495,0.9,-0.32,0,100
-0.2519583333333334,0.14734355521667342,-0.485,0.965,-0.265,0,100
-0.28994444444444445,0.13576070541877155,-0.56,0.81,-0.305,0,100
-0.35259722222222223,0.16828585631813622,-0.595,0.825,-0.37,0,100
-0.33134722222222224,0.1785343228534177,-0.585,0.915,-0.375,0,100
-0.2864027777777778,0.14615314073888216,-0.515,0.9,-0.3075,0,100
-0.30218055555555556,0.13641657263170134,-0.53,0.805,-0.315,0,100
-0.3603611111111111,0.14090632285666835,-0.57,0.745,-0.365,0,100
-0.32823611111111106,0.14428275605902338,-0.555,0.835,-0.355,0,100
-0.2716388888888889,0.1535386583201945,-0.515,0.97,-0.295,0,100
-0.2759305555555555,0.15084956877529135,-0.515,0.875,-0.285,0,100
-0.311625,0.15954426741155223,-0.56,0.885,-0.315,0,100
-0.2649861111111111,0.14718256737953753,-0.51,0.94,-0.285,0,100
-0.2270972222222222,0.1861297456467025,-0.47,1.015,-0.255,0,100
-0.3051111111111111,0.1383016585780232,-0.55,0.785,-0.3175,0,100
-0.32795833333333335,0.1354506303561888,-0.565,0.805,-0.34,0,100
-0.31354166666666666,0.15012179661676198,-0.55,0.89,-0.325,0,100
-0.35097222222222224,0.13950766329232223,-0.6,0.77,-0.36,0,100
-0.37558333333333327,0.15250116119776488,-0.655,0.8,-0.38,0,100
-0.316375,0.14947588411029905,-0.56,0.92,-0.345,0,100
-0.2690416666666667,0.13955628469267237,-0.51,0.91,-0.285,0,100
-0.29527777777777775,0.14070973098923092,-0.56,0.815,-0.315,0,100
-0.3604444444444444,0.14400404015251417,-0.585,0.805,-0.36,0,100
-0.31220833333333337,0.1874308715159331,-0.55,1.02,-0.34,0,100
-0.3181111111111111,0.14905829914234858,-0.555,0.89,-0.325,0,100
-0.32229166666666664,0.14061999991110796,-0.59,0.78,-0.34,0,100
-0.33784722222222224,0.16047807566786726,-0.52,1.015,-0.355,1,100
-0.3035416666666667,0.14726921092377424,-0.515,0.91,-0.33,0,100
-0.30006944444444444,0.16944659322408023,-0.58,0.94,-0.315,0,100
-0.36047222222222225,0.15310961688917724,-0.645,0.78,-0.375,0,100
-0.4019583333333333,0.15227482807046241,-0.65,0.8,-0.41,0,100
-0.3282777777777778,0.15264230357114694,-0.565,0.955,-0.355,0,100
-0.28568055555555555,0.1473361449947486,-0.565,0.925,-0.305,0,100
-0.29462499999999997,0.14586641886595342,-0.535,0.86,-0.3025,0,100
-0.2750694444444445,0.14582307834313857,-0.505,0.925,-0.305,0,100
-0.27,0.17047319763268098,-0.54,1.035,-0.28,0,100
-0.29583333333333334,0.13889444433333778,-0.54,0.87,-0.31,0,100
-0.3362222222222222,0.14388182093322882,-0.58,0.855,-0.34,0,100
-0.2955833333333333,0.14456762642829515,-0.53,0.925,-0.315,0,100
-0.27315277777777774,0.14714077346033685,-0.54,0.95,-0.29,0,100
-0.2987777777777778,0.1444141634926573,-0.55,0.825,-0.315,0,100
-0.34797222222222224,0.1517162897045943,-0.605,0.82,-0.35,0,100
-0.31422222222222224,0.15146261201863045,-0.555,0.935,-0.33,0,100
-0.30365277777777777,0.15423621491817008,-0.555,0.94,-0.32,0,100
-0.3227638888888889,0.13783418914038584,-0.58,0.825,-0.325,0,100
-0.3259444444444444,0.14430560635225284,-0.57,0.875,-0.34,0,100
-0.2529722222222222,0.16983545731598096,-0.49,1.08,-0.28,0,100
-0.2750416666666667,0.14516393391036678,-0.53,0.915,-0.285,0,100
-0.3483888888888889,0.15026149018327606,-0.615,0.795,-0.365,0,100
-0.3660833333333333,0.1480618067264854,-0.62,0.84,-0.39,0,100
-0.2983472222222222,0.1743399584243241,-0.62,1.025,-0.325,0,100
-0.28301388888888884,0.1457471643573551,-0.545,0.92,-0.3,0,100
-0.35262499999999997,0.14677878645355322,-0.61,0.795,-0.365,0,100
-0.3451666666666667,0.15206623191520494,-0.61,0.88,-0.38,0,100
-0.3403888888888889,0.1633137365416941,-0.605,0.99,-0.375,1,100
-0.34070833333333334,0.14537494028851358,-0.555,0.84,-0.35,0,100
-0.40462499999999996,0.1471712378961626,-0.655,0.76,-0.405,0,100
-0.351625,0.17120710634751377,-0.59,0.91,-0.395,0,100
-0.29704166666666665,0.15228513437882824,-0.56,0.94,-0.31,0,100
-0.30847222222222226,0.1437784727572075,-0.56,0.85,-0.325,0,100
-0.36893055555555554,0.14571626981425323,-0.61,0.82,-0.37,0,100
-0.32455555555555554,0.15368328623873123,-0.56,0.92,-0.35,0,100
-0.30445833333333333,0.17390186708313402,-0.56,0.965,-0.325,0,100
-0.36148611111111106,0.14298484700752534,-0.61,0.785,-0.37,0,100
-0.398875,0.14892829533966265,-0.65,0.805,-0.415,0,100
-0.33726388888888886,0.15321580577875152,-0.59,0.93,-0.36,0,100
-0.3185138888888889,0.14669251600386166,-0.595,0.895,-0.335,0,100
-0.36793055555555554,0.1719506814296931,-0.62,0.875,-0.385,0,100
-0.4042083333333333,0.14570612904633307,-0.655,0.81,-0.4175,0,100
-0.3824305555555556,0.15309218595242333,-0.635,0.885,-0.395,0,100
-0.3980138888888888,0.14750381285613864,-0.68,0.79,-0.415,0,100
-0.4506527777777778,0.14627952310960288,-0.695,0.69,-0.46,0,100
-0.44379166666666664,0.14957903313224677,-0.69,0.79,-0.475,0,100
-0.3541111111111111,0.1474850798061692,-0.6,0.895,-0.38,0,100
-0.3516666666666666,0.13864973855006002,-0.61,0.815,-0.365,0,100
-0.4188611111111112,0.17674002451463022,-0.665,0.865,-0.435,0,100
-0.41500000000000004,0.17358435349356166,-0.66,0.915,-0.445,0,100
-0.3706388888888889,0.15954277600864042,-0.61,0.88,-0.4,0,100
-0.3697222222222223,0.14685851299637406,-0.615,0.75,-0.38,0,100
-0.3985555555555556,0.1759943882382561,-0.66,0.875,-0.42,0,100
-0.3339583333333333,0.15097676766641946,-0.56,0.925,-0.355,0,100
-0.315,0.155289156808266,-0.57,0.91,-0.3325,0,100
-0.3610138888888889,0.1397423713934121,-0.605,0.77,-0.375,0,100
-0.3934861111111111,0.14678688189340233,-0.665,0.82,-0.405,0,100
-0.3418888888888889,0.15549442251122314,-0.57,0.91,-0.36,0,100
-0.3120138888888889,0.14491582739411524,-0.585,0.88,-0.335,0,100
-0.32230555555555557,0.1466632233392097,-0.565,0.8,-0.33,0,100
-0.33299999999999996,0.153743653888904,-0.605,0.88,-0.355,0,100
-0.304,0.15075449136482358,-0.565,0.915,-0.315,0,100
-0.3510138888888889,0.14711064364540533,-0.665,0.785,-0.37,0,100
-0.3944166666666667,0.1475482736447823,-0.655,0.815,-0.4025,0,100
-0.329875,0.14911283362869135,-0.585,0.88,-0.355,0,100
-0.2913888888888889,0.1406996955255684,-0.54,0.85,-0.315,0,100
-0.3277638888888889,0.14617602526630116,-0.57,0.795,-0.335,0,100
-0.3217083333333333,0.15832872252058375,-0.58,0.93,-0.345,0,100
-0.26949999999999996,0.19519050523356235,-0.515,1.14,-0.29,0,100
-0.3274027777777778,0.14811028733516848,-0.585,0.83,-0.34,0,100
-0.3885416666666667,0.15213306835172657,-0.655,0.825,-0.39,0,100
-0.3379861111111111,0.1568395759522339,-0.575,0.925,-0.365,0,100
-0.3280972222222222,0.14745452780454632,-0.595,0.875,-0.345,0,100
-0.37190277777777775,0.15024352081816877,-0.62,0.775,-0.38,0,100
-0.3317361111111111,0.149950361514102,-0.62,0.89,-0.36,0,100
-0.29256944444444444,0.1685444077971481,-0.56,0.96,-0.31,0,100
-0.3094722222222222,0.13860164463332217,-0.57,0.855,-0.315,0,100
-0.301125,0.14442048345600655,-0.555,0.91,-0.325,0,100
-0.2376527777777778,0.1545382153135073,-0.5,1.015,-0.255,0,100
-0.21894444444444447,0.14574043602020006,-0.49,0.955,-0.235,0,100
-0.28331944444444446,0.1500408117062459,-0.52,0.875,-0.29,0,100
-0.2811666666666667,0.14982591750279906,-0.52,0.935,-0.31,0,100
-0.24940277777777778,0.15192282943453583,-0.505,0.99,-0.265,0,100
-0.27116666666666667,0.15062010711278445,-0.545,0.88,-0.29,0,100
-0.30494444444444446,0.14207244717718343,-0.555,0.86,-0.315,0,100
-0.23255555555555554,0.17692825671636328,-0.485,1.095,-0.27,0,100
-0.19994444444444445,0.14735113852526338,-0.485,1.015,-0.215,0,100
-0.22575000000000003,0.16025715012649722,-0.495,0.94,-0.245,0,100
-0.2971388888888889,0.15019665863604323,-0.555,0.87,-0.295,0,100
-0.266125,0.1502180764292737,-0.51,0.975,-0.29,0,100
-0.23605555555555557,0.14456350862057601,-0.495,0.965,-0.255,0,100
-0.2625555555555556,0.1397134854790022,-0.565,0.835,-0.27,0,100
-0.2674583333333333,0.14575330542278164,-0.51,0.915,-0.29,0,100
-0.16761111111111113,0.19540908340336488,-0.405,1.245,-0.21,0,100
-0.19094444444444447,0.14493656551985545,-0.445,0.98,-0.2,0,100
-0.2729722222222222,0.17915286553219031,-0.51,0.95,-0.3125,0,100
-0.35858333333333337,0.1488476803461997,-0.595,0.8,-0.365,0,100
-0.31104166666666666,0.15532076464708625,-0.57,0.945,-0.33,0,100
-0.2848333333333333,0.13829859001450448,-0.525,0.895,-0.305,0,100
-0.2906111111111111,0.1369794748975549,-0.545,0.83,-0.295,0,100
-0.271,0.14200342327642043,-0.52,0.9,-0.29,0,100
-0.22138888888888889,0.1737475463899943,-0.525,1.04,-0.24,0,100
-0.24409722222222222,0.1379032631676421,-0.49,0.87,-0.265,0,100
-0.3027222222222222,0.14146733252888988,-0.53,0.82,-0.31,0,100
-0.2970138888888889,0.14289142080766115,-0.59,0.885,-0.315,0,100
-0.26030555555555557,0.15413527958770584,-0.51,0.995,-0.28,0,100
-0.27347222222222217,0.13806912240515035,-0.52,0.87,-0.285,0,100
-0.32200000000000006,0.14129077582536423,-0.565,0.825,-0.325,0,100
-0.3014305555555556,0.1460696966813454,-0.54,0.91,-0.315,0,100
-0.26640277777777777,0.17428717200533517,-0.51,0.995,-0.29,0,100
-0.29086111111111107,0.13867060346530588,-0.555,0.785,-0.315,0,100
-0.34136111111111106,0.15633904623139802,-0.53,0.905,-0.375,1,100
-0.36225,0.1468197827648274,-0.595,0.85,-0.395,0,100
-0.28294444444444444,0.14982238455444583,-0.585,0.945,-0.3,0,100
-0.2832777777777778,0.14120003759660957,-0.54,0.845,-0.295,0,100
-0.32652777777777775,0.14299290699407885,-0.585,0.825,-0.325,0,100
-0.3195138888888889,0.1542224217247749,-0.605,0.935,-0.3275,0,100
-0.3213888888888889,0.17919655220173086,-0.57,0.955,-0.35,0,100
-0.3905277777777777,0.14688194165366486,-0.64,0.735,-0.3975,0,100
-0.3745555555555556,0.15262498420137227,-0.62,0.84,-0.41,0,100
-0.3064027777777778,0.15699050393452874,-0.55,0.96,-0.33,0,100
-0.30351388888888886,0.14307612513929968,-0.565,0.87,-0.315,0,100
-0.33836111111111106,0.14474914177020143,-0.625,0.855,-0.34,0,100
-0.3169027777777778,0.15373607974221984,-0.555,0.95,-0.33,0,100
-0.31229166666666663,0.1470580419709624,-0.565,0.86,-0.3325,0,100
-0.31729166666666664,0.1463375509547855,-0.575,0.825,-0.325,0,100
-0.2789305555555555,0.15347062027821562,-0.57,0.96,-0.315,0,100
-0.23577777777777775,0.153986220723932,-0.47,1.02,-0.2475,0,100
-0.2666527777777778,0.1703227458974923,-0.52,0.985,-0.29,0,100
-0.34900000000000003,0.14855825643684553,-0.59,0.815,-0.35,0,100
-0.3365416666666667,0.15126108200907315,-0.56,0.88,-0.35,0,100
-0.3185138888888889,0.15299083061263252,-0.56,0.91,-0.33,0,100
-0.3155138888888889,0.1457373963538105,-0.58,0.825,-0.325,0,100
-0.30374999999999996,0.15841522005301273,-0.565,0.92,-0.325,0,100
-0.22269444444444442,0.16581772446549126,-0.485,1.08,-0.25,0,100
-0.23097222222222225,0.13955743264395787,-0.44,0.82,-0.25,0,100
-0.31404166666666666,0.12456808016993046,-0.49,0.605,-0.335,0,100
-0.35602777777777783,0.13099321146768364,-0.535,0.655,-0.365,0,100
-0.28868055555555555,0.22759337683128905,-0.55,1.205,-0.33,0,100
-0.29109722222222223,0.1886953864861906,-0.56,1.02,-0.32,0,100
-0.3319722222222222,0.14317287260726902,-0.57,0.795,-0.33,0,100
-0.2805694444444444,0.1629042686151124,-0.525,1.005,-0.315,0,100
-0.2509861111111111,0.15635984965737384,-0.52,1.035,-0.26,0,100
-0.31370833333333337,0.15271364247251198,-0.575,0.9,-0.33,0,100
-0.35811111111111116,0.15815529951737975,-0.58,0.89,-0.37,0,100
-0.31204166666666666,0.161033333117712,-0.565,1.005,-0.335,0,100
-0.28638888888888886,0.17301497651580755,-0.545,1.035,-0.305,0,100
-0.3262361111111111,0.15738862844136586,-0.565,0.87,-0.3275,0,100
-0.295875,0.15555053997370474,-0.54,0.97,-0.325,0,100
-0.2685138888888889,0.1603072564601036,-0.53,1.045,-0.2825,0,100
-0.29733333333333334,0.1458384760997972,-0.585,0.89,-0.31,0,100
